,GC.RM.8672.BT5011.1_quant,GC.RM.8672.BT5011.10_quant,GC.RM.8672.BT5011.11_quant,GC.RM.8672.BT5011.12_quant,GC.RM.8672.BT5011.141_quant,GC.RM.8672.BT5011.142_quant,GC.RM.8672.BT5011.143_quant,GC.RM.8672.BT5011.144_quant,GC.RM.8672.BT5011.145_quant,GC.RM.8672.BT5011.146_quant,GC.RM.8672.BT5011.147_quant,GC.RM.8672.BT5011.148_quant,GC.RM.8672.BT5011.149_quant,GC.RM.8672.BT5011.150_quant,GC.RM.8672.BT5011.151_quant,GC.RM.8672.BT5011.152_quant,GC.RM.8672.BT5011.2_quant,GC.RM.8672.BT5011.3_quant,GC.RM.8672.BT5011.4_quant,GC.RM.8672.BT5011.5_quant,GC.RM.8672.BT5011.6_quant,GC.RM.8672.BT5011.7_quant,GC.RM.8672.BT5011.8_quant,GC.RM.8672.BT5011.9_quant
ENSRNOG00000020136,0.191904,0.431487,0.106226,0.024765,0.133469,0.04711,0.081311,0.748191,0.258598,0.214673,0.879993,0.24205,0.582003,0.104012,0.249693,0.362557,0.059496,0.274288,0,0,0.306198,0.375016,0.856115,0.080298
ENSRNOG00000020138,0,0,0,0,0.019147,0,0,0.019862,0,0,0.023329,0.01929,0,0.010628,0.059643,0,0.02825,0,0,0,0,0,0,0
ENSRNOG00000020139,6.785845,5.330088,5.000162,3.591853,6.810953,4.346539,2.566351,9.266105,9.058125,7.142746,4.770188,7.087767,8.464735,5.171868,9.378166,10.860302,1.790645,5.780222,3.274254,1.855967,3.530927,7.38386,3.554317,4.364181
ENSRNOG00000020140,2.502605,3.123561,1.71712,2.218568,1.603643,1.76251,0.983475,2.953592,2.855175,2.00064,1.849012,4.267918,3.381691,2.934448,2.516914,2.842936,0.879653,1.622443,1.170206,1.292324,1.605391,2.778373,1.583049,2.03387
ENSRNOG00000020142,0.25005,0.043234,0.138517,0.161342,0,0,0,0.108301,0.276273,0.093139,0.127565,0.385107,0.273473,0.096998,0.144603,0.118031,0,0.035992,0.028046,0,0,0,0.223738,0.139545
ENSRNOG00000020144,12.528088,12.503159,8.25725,11.17213,8.967467,9.347673,5.490456,14.294611,14.005715,8.655647,12.608869,12.155675,13.925915,19.79409,10.755082,15.659463,7.207135,14.492155,8.782983,5.994595,7.360507,11.69805,9.844742,9.800654
ENSRNOG00000020148,0.295132,0.367196,0.196458,0.502738,0.3439,0.217013,0,0.460023,0.129106,0.131664,0.301819,0.495011,0.30219,0.606653,0.10241,1.001961,0.551291,0.361414,0.119633,0.268957,0,0.967123,0.77354,0.049438
ENSRNOG00000020150,24.031751,19.248721,19.425904,18.070176,17.203872,17.182405,1.998115,20.898784,21.327935,17.507065,24.982222,16.759943,20.715239,20.191059,20.852853,23.985165,17.464258,17.560438,18.346523,10.791592,17.725457,22.658215,15.135055,19.594897
ENSRNOG00000020151,45.540206,33.172869,32.846781,38.972892,27.906492,29.379809,12.967701,36.671344,48.072164,23.618768,35.144967,31.925529,38.064169,43.301316,29.862361,41.712299,24.997834,26.324031,19.362474,23.610695,27.424176,36.997212,29.058695,38.283373
ENSRNOG00000020153,4.096925,3.781756,2.084162,2.379212,1.931507,0.963423,0,3.288873,5.29467,2.370538,3.027637,2.798211,3.69584,2.78439,2.412383,2.470323,2.361199,2.599213,2.923788,0.264138,2.343377,6.254771,5.789134,3.072092
ENSRNOG00000020155,5.845359,4.206079,3.935774,3.006426,1.168532,2.648388,0,5.245708,5.805737,2.643634,4.96647,6.966875,5.859418,4.36862,3.221828,4.334163,1.70257,1.770972,1.13714,0.596874,1.006843,6.144947,3.356174,5.353306
ENSRNOG00000020157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020159,7.483755,7.894697,7.05771,7.384265,8.31744,6.425448,5.721883,9.232064,7.602194,7.331298,7.863989,9.157686,9.360335,7.405561,7.698804,9.863624,5.508026,8.735921,6.498183,3.919908,3.636153,8.995462,5.781405,8.877111
ENSRNOG00000020161,10.536642,8.395775,8.320733,7.816791,8.274475,9.660727,23.027538,8.972535,6.970545,8.454508,8.849865,8.129043,10.323092,7.908371,9.492842,8.028369,8.738576,8.571225,11.038874,6.895929,9.402126,9.483961,6.253719,7.524776
ENSRNOG00000020164,0.507512,0,0.214494,0,0.621623,0,0,0,0.783972,0.369473,1.065462,0.626255,0.384607,1.099591,0,0.236491,0,1.29266,0.717238,0,0,0.361187,1.897933,0
ENSRNOG00000020165,0.573184,1.18028,0.242919,0.443982,0.933328,1.664864,0,1.235287,1.337986,1.247584,1.208711,1.174726,1.967086,0.701943,2.987194,0.266582,1.281773,0,2.858111,1.020008,0,1.229753,1.421918,0.241778
ENSRNOG00000020166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020167,12.204083,9.842257,11.640815,13.458945,9.179145,11.605192,17.033543,10.42587,15.459252,11.473344,13.888774,18.068593,9.953502,11.533249,15.463686,13.07583,9.712832,10.890665,10.32071,9.841288,12.484228,11.471219,13.716638,11.372885
ENSRNOG00000020169,0.504277,0.39249,0.235511,0.366052,0.315667,0.301757,0.106833,0.682666,0.509596,0.329079,0.224803,1.113135,0.688154,0.497781,0.656129,0.327504,0.156292,0.513369,0.423251,0,0.358316,0.760776,0.241002,0.501123
ENSRNOG00000020173,6.604467,3.96517,3.408609,3.280055,3.432243,3.032747,1.772396,4.501249,3.289407,2.91936,4.035668,4.779402,4.60569,4.057127,4.258825,4.447613,1.604673,4.0068,3.544548,2.1391,2.715739,4.855858,3.857845,4.993321
ENSRNOG00000020175,12.557357,12.8778,10.177093,11.171148,5.221737,6.627477,5.770786,11.045895,9.647069,11.115134,11.145622,9.739263,11.838388,11.657867,9.850709,10.766128,7.763305,7.756634,5.514907,4.196466,7.533497,9.906371,8.102644,10.0164
ENSRNOG00000020178,78.012951,68.105752,67.252435,86.241706,66.979533,80.859728,71.660136,74.014442,104.597111,67.444403,82.289903,54.789805,79.344425,103.496449,78.548339,91.976563,81.064787,92.489103,54.148829,43.635743,54.509159,75.761317,69.665879,81.186704
ENSRNOG00000020179,12.992861,9.948992,7.772634,8.139191,7.494516,7.678629,0.940164,11.475915,13.100787,6.791696,10.291114,11.600812,10.278048,12.613524,10.195306,11.140221,5.426538,6.196547,4.461334,5.113481,4.676028,14.024365,9.681579,12.743993
ENSRNOG00000020182,17.869974,12.496098,11.212457,15.979693,13.083211,15.707335,14.61321,14.992465,13.966768,11.17501,13.540527,15.46782,14.517209,13.75159,14.050142,17.146706,16.236797,17.14679,12.843945,8.442617,13.463869,16.509129,14.467243,14.555955
ENSRNOG00000020185,10.477903,9.697923,5.966147,8.460861,3.240105,2.958222,0.280635,6.886424,9.856567,3.65463,6.067038,7.759917,9.953136,7.864711,7.652389,8.136581,2.989516,3.104937,2.431958,1.081964,2.265768,14.387957,5.196768,10.012158
ENSRNOG00000020188,0.184019,0,0.076388,0.097608,0.0256,0.092843,0,0.29523,0.226615,0,0.157969,0.20776,0.225659,0.18676,0.109349,0.086922,0.133001,0.105107,0.041179,0,0.036706,0.126897,0.211016,0.179655
ENSRNOG00000020189,6.083318,5.797683,3.61038,3.952282,4.592591,5.292412,2.013616,7.506616,6.478158,4.933112,6.588175,5.564773,6.86602,5.434763,6.897453,5.271692,4.05011,4.932654,4.498703,1.591128,3.879672,5.963146,7.949285,4.628166
ENSRNOG00000020191,9.519174,9.379683,7.201327,7.554853,10.668708,7.774647,7.621423,13.851422,15.02443,8.645857,11.275409,13.346724,12.540938,8.429464,10.280632,14.642903,5.279823,11.022767,5.676968,3.344088,6.485366,12.139489,12.725407,10.520385
ENSRNOG00000020193,0.056002,0.058142,0.030967,0.028908,0.015601,0.041276,0,0.032355,0.082086,0,0.018989,0.141458,0.081334,0.043243,0.064767,0.088242,0.022942,0,0.074992,0.034177,0,0.089961,0.085325,0.031231
ENSRNOG00000020194,77.972794,95.512872,100.698025,151.759956,57.6412,102.489034,50.791731,117.860464,96.378138,91.292345,78.008143,62.581142,101.553205,221.669475,169.889994,93.554658,77.886451,62.899564,49.84585,69.034005,70.965758,126.907729,51.792302,197.538759
ENSRNOG00000020196,0,0,0,0,0,0,0,0,0,0,0.295287,0,0,0.137123,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020197,0,0.178347,0.071436,0.133118,0,0,0,0.074461,0,0,0,1.155264,0,0,0.149135,0,0,0,0,0,0,0,0,0
ENSRNOG00000020199,0.131003,0.475287,0.545304,0.304303,0.108964,0.096291,0.887713,0.623851,0.582007,0.340673,0.335214,0.823443,0.911257,0.612822,0.397764,1.420157,0.041564,0.230278,0.664744,0.238598,0,0.31771,0.607089,0.329232
ENSRNOG00000020201,44.856531,43.474928,38.631834,41.795443,23.653929,28.765839,11.799482,36.791874,52.295505,35.03539,44.262986,36.505478,46.476127,48.285369,35.000496,40.967946,27.215675,24.887636,18.457948,17.146158,21.220804,38.460896,40.125077,35.666236
ENSRNOG00000020202,23.626193,23.015598,19.913826,11.31672,15.217161,12.355694,12.739603,21.068637,21.565127,22.12716,23.545588,22.761817,19.344208,18.573978,21.604321,24.203002,16.856766,15.527535,10.285034,10.912664,15.956872,22.976154,24.918797,20.925057
ENSRNOG00000020203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020204,19.062494,20.252284,21.257138,19.018399,22.299763,24.488429,35.80331,28.978265,25.22003,28.231758,23.250758,28.852769,24.128167,27.15567,19.566787,25.55885,20.77756,20.298653,11.846224,17.961966,12.469303,18.593804,23.324453,19.264884
ENSRNOG00000020205,2.315354,2.127137,1.055303,1.151656,1.760498,1.590772,0.948869,4.116485,2.568738,2.247386,2.040223,2.759605,3.280929,2.033639,2.919666,2.970597,0.708882,2.382851,1.15548,1.049101,1.527841,3.206338,1.332187,1.762837
ENSRNOG00000020206,153.151674,148.910102,134.273506,121.997729,77.929112,66.538297,29.645778,125.717544,145.614616,91.288623,127.914365,135.501117,145.481167,121.450802,128.789958,138.140273,77.041093,84.745802,64.093318,44.826595,57.102226,149.699534,135.057814,136.673595
ENSRNOG00000020212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036423,0,0,0,0,0
ENSRNOG00000020213,7.954805,9.603355,8.89101,8.914817,7.303147,11.639903,8.448327,11.417972,10.343348,6.944045,8.214839,10.345393,9.202386,7.572136,8.95919,9.074996,10.480864,9.102595,8.316983,3.429804,6.910801,8.509736,8.094441,8.418715
ENSRNOG00000020216,9.893332,10.317013,9.988166,7.758665,5.90887,6.550419,4.771818,11.946355,13.4663,8.868522,8.598329,10.470146,11.648191,9.141093,10.166926,12.298004,3.856037,7.170895,4.787642,2.071638,4.366778,10.369164,7.092923,11.524978
ENSRNOG00000020217,6.539528,4.561884,2.469109,3.567029,4.205983,2.769593,1.137811,7.904521,3.162127,6.104329,4.627645,7.408465,7.704611,5.079513,3.496004,5.350518,5.894042,8.736116,8.157214,5.273909,2.556141,4.512989,7.363759,4.464664
ENSRNOG00000020225,1.530744,1.689884,1.243994,0.731316,1.821089,1.798887,1.379959,2.144511,1.65199,1.238646,1.725929,1.9717,1.730707,1.967213,2.005825,1.907401,1.212169,2.794229,1.443674,1.012105,0.857405,1.752272,1.444898,1.90791
ENSRNOG00000020229,1.649206,1.572951,1.682598,0.270723,1.325979,1.217636,0.684983,3.013432,2.177804,1.057786,2.084721,3.098315,2.028573,2.812076,2.56097,1.747653,0.310032,2.517495,0.592895,0.550416,0.153719,1.931442,1.30902,2.736159
ENSRNOG00000020230,3.280678,3.933513,3.572663,3.72561,4.287665,6.092377,17.420851,4.957911,4.639704,4.591908,5.42639,4.96333,5.071651,4.559567,6.070967,5.060335,5.985256,5.425598,3.969463,4.196105,6.12671,4.981059,5.806093,4.911958
ENSRNOG00000020232,4.445394,5.810761,4.009349,2.62682,1.258402,1.457424,0,3.744044,10.513892,4.753492,5.425098,6.535744,6.224402,3.042253,4.263091,4.726816,1.61689,2.244933,2.802488,1.377079,1.460435,5.388486,4.404145,2.061313
ENSRNOG00000020233,78.493419,84.098264,84.228728,106.508584,96.788872,111.188226,109.994296,94.423103,93.112243,86.609296,92.01896,84.522159,96.669131,89.388671,70.075503,93.948123,120.328506,111.238448,90.614463,73.671157,99.701914,88.846881,101.469643,80.357952
ENSRNOG00000020235,65.910057,78.410068,65.077331,66.21977,81.991266,64.16282,14.675329,86.555632,92.476147,83.476679,67.948608,90.026159,84.027491,83.570577,79.568326,102.233956,56.878476,78.00526,65.17952,46.113104,70.071501,72.706934,73.07465,69.34572
ENSRNOG00000020238,0.875476,0.681289,0.696869,0.621381,0.791199,0.913169,0.958217,1.106061,0.966187,0.571001,0.892654,1.594309,1.195756,0.644569,1.202409,1.033462,0.907525,1.255399,0.735618,0.733178,1.025487,0.881126,0.642486,1.068585
ENSRNOG00000020239,2.047096,1.584119,1.04594,1.056653,1.397557,1.760631,0.159066,1.870163,1.865423,1.183388,1.493365,2.028117,2.25714,1.833518,1.211894,1.940051,0.808483,1.670504,0.899984,1.168204,1.098947,2.159465,1.128624,1.91519
ENSRNOG00000020242,0,0,0,0,0,0,0,0,0,0,0,1.192709,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020244,0.083256,0.028803,0.069104,0.021488,0.092686,0.163547,0,0.192367,0,0,0.113055,1.424073,0.141291,0.012881,0.216649,0,0,0.166087,0,0,0,0.133907,0.042395,0.046442
ENSRNOG00000020245,0,0,0,0,0,0,0,0,0,0,0,0.078644,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020246,10.706311,16.329433,12.713503,17.714048,9.609261,9.334966,1.430994,17.450876,12.311464,13.161382,14.741467,23.315466,11.817036,11.233511,14.862862,11.12229,10.500151,16.731221,15.104272,17.968954,14.542986,12.734073,10.063645,20.233454
ENSRNOG00000020247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234697,0.084873,0,0,0,0,0,0,0,0
ENSRNOG00000020248,0,0,0,0,0,0,0,0,0.017003,0,0,0,0,0,0.040207,0,0,0,0,0,0,0,0,0.01939
ENSRNOG00000020249,0.232691,0.160739,0,0,0,0.185447,0,0.335711,0.172756,0,0.159031,0.723834,0.056915,0.219157,0.471031,0.14713,0,0.068787,0.294674,0,0.184993,0.107671,0.120244,0.197132
ENSRNOG00000020250,2.099379,1.339716,1.746132,0.958644,2.420673,1.742127,0.13681,3.729499,2.743187,3.804512,2.365522,2.619666,2.399334,1.632846,2.194745,3.097621,0.440468,1.735502,1.235047,1.374364,2.283012,2.010943,0.952962,1.803138
ENSRNOG00000020251,0,0,0,0,0,0,0,0,0,0,0,13.446023,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020254,0.527579,0.226652,0.754435,0.774736,0.334501,0.898391,0.570513,1.056314,0.879877,0.625048,0.3886,0.229775,0.554792,0.766924,0.504951,0.206397,0.335262,0.370731,0.657685,0.649516,0.991601,0.588611,0.055428,0.47175
ENSRNOG00000020255,33.269099,28.254728,29.389441,27.345945,21.853097,19.901732,15.026755,34.012666,26.835584,24.538949,24.803011,27.533645,34.671865,32.06114,26.73105,30.258581,25.400243,25.109854,16.762345,7.493779,13.375444,32.474255,25.948549,29.933134
ENSRNOG00000020259,15.050456,17.944892,21.650066,19.743129,24.500227,20.075872,3.760243,21.186398,20.176903,19.794673,23.834735,22.760269,23.070848,21.09992,22.671779,28.057325,21.758661,24.853016,18.921041,10.242371,12.976113,25.777004,24.130599,21.185143
ENSRNOG00000020261,3.49725,2.40016,1.197511,0.557505,0.257034,0.643174,0,2.227111,1.936149,0.72717,1.418653,3.496208,2.854833,1.919103,1.427658,1.601285,0.484768,0.805233,0,0,0.460906,2.845398,1.582311,2.110202
ENSRNOG00000020263,0.030249,0.251144,0.050225,0,0,0,0,0,0,0.045126,0.092453,0,0.066032,0.07024,0.052478,0,0,0,0.020305,0,0,0.020858,0,0.025313
ENSRNOG00000020264,21.106451,16.141095,15.095758,22.259645,16.030503,13.314954,4.068376,17.894239,38.917666,14.804944,11.483075,19.322209,19.209678,13.775489,21.972679,38.334595,11.418922,12.991606,12.281103,7.682133,12.546175,30.087415,8.900861,16.160781
ENSRNOG00000020266,639.11354,537.681613,409.022562,403.972718,219.72137,245.458041,71.061919,431.338653,467.758358,294.708833,488.628075,540.330025,520.685762,450.494002,442.804152,428.251303,239.897867,282.853731,230.694278,143.48029,182.377001,595.502657,353.597518,488.220209
ENSRNOG00000020269,1.191378,0.901718,0.597305,0.71107,0.456062,0.475462,0.610018,1.075357,0.874314,0.629845,1.187623,0.960734,0.848021,0.875053,0.839638,1.078999,0.536039,0.741145,0.399386,0.272462,0.520071,1.316852,0.625088,0.664521
ENSRNOG00000020271,17.410875,14.131852,11.471691,11.856846,11.917484,7.604631,2.07284,20.885344,25.601679,18.901608,16.82849,20.7361,22.135229,15.027447,17.530796,20.361911,6.186432,10.173598,5.540508,5.282545,6.174102,18.08336,11.518352,15.231939
ENSRNOG00000020272,4.273333,3.018136,2.982567,1.390248,2.336786,0.661018,0.547728,2.302152,3.539942,1.847057,2.16012,2.475107,3.347981,4.875336,3.457622,4.408782,2.411241,3.150138,0.941299,0.689001,0.794766,4.237588,1.044802,2.825192
ENSRNOG00000020274,1.871913,1.560918,1.193579,0.517643,1.506279,0.910785,0.14163,1.187366,2.334837,1.620101,1.635321,1.826745,1.435859,0.994163,1.13082,1.641813,0.456438,0.660014,0.696086,1.283062,0.499963,1.199099,1.12529,1.258859
ENSRNOG00000020275,0,0,0,0,0,0,0,0.057119,0.097705,0.049013,0.067526,0,0,0,0,0,0,0.058001,0,0,0.23622,0.045715,0,0
ENSRNOG00000020276,0,0.794318,0.201657,0,0,0,0,0,0,0,0.309405,556.769505,0,0,0.254675,0,0,0.307692,0.761527,0,0,0,0,0.46152
ENSRNOG00000020277,0.157416,0.040856,0.048966,0,0.16443,0.174022,0,0.034104,0.100969,0.058778,0.080075,0.33132,0.057164,0.045592,0.375487,0.074407,0.036299,0.050177,0.013178,0,0.047139,0.121936,0.074971,0.065842
ENSRNOG00000020279,0.375427,0.129896,0.270007,0.174413,0.020903,0.147521,0.14848,0.151811,0.11021,0.224157,0.22933,0.610745,0.127365,0.081276,0.195387,0.094611,0,0.085425,0.016781,0.068685,0.119868,0.344917,0.305632,0.314108
ENSRNOG00000020280,2.836925,0.93869,1.8585,1.96292,1.456724,2.174615,0,1.933891,1.250007,1.032079,1.852159,1.923293,2.516889,2.228275,1.361421,1.87828,1.908227,1.109833,1.01977,1.099977,0.720755,2.089742,2.792934,1.870608
ENSRNOG00000020281,0.188615,0.097818,0.078398,0.255574,0.157176,0.48575,0.279654,0.367576,0.312969,0.38617,0.096293,0.514679,0.068828,0.131848,0.368136,0.089002,0.26589,0.081774,0.44481,0.817538,0,0.228135,0.470897,0.355313
ENSRNOG00000020284,26.521038,9.868398,7.891707,5.799799,0.870908,0.77231,1.732594,6.35435,9.461967,1.697657,7.109849,9.584171,8.539747,7.826213,5.362531,8.276549,1.258159,1.549007,0.868704,1.819824,0.911083,13.616724,4.963635,10.056653
ENSRNOG00000020288,121.974714,96.256215,91.573074,89.48361,81.22431,90.46813,31.954605,73.396293,116.64818,78.662585,80.329625,96.322372,91.809495,91.067401,78.813529,114.011056,93.196382,91.567325,99.624397,53.569401,77.821028,91.816997,95.135736,79.737223
ENSRNOG00000020289,23.871974,26.265812,20.0706,22.477267,17.451504,13.58681,10.046713,24.748296,22.790814,21.604108,23.478784,25.358703,23.501875,20.128025,22.307791,23.533185,14.71749,16.48349,11.785925,13.675303,13.447183,23.511305,21.106613,24.51011
ENSRNOG00000020293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024075,0,0,0,0.0449,0,0,0,0,0,0.129657
ENSRNOG00000020294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020295,0,0,0.097389,0,0.097768,0.086299,0.198662,0.169253,0.057533,0.174711,0,0.558192,0.056956,0.07272,0,0.147584,0.024347,0.168418,0.078846,0,0.210313,0,0,0
ENSRNOG00000020296,16.959069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020297,1.651143,1.770345,0.738459,0.477585,0.791521,1.189362,0.587638,1.925043,0.980312,0.840162,1.05238,1.537286,1.559175,1.072413,1.471785,1.016957,0.816312,1.252205,0.713282,0.561737,0.993643,1.816462,0.823844,1.056726
ENSRNOG00000020298,24.580798,17.440316,15.646502,21.296734,9.253246,13.179724,3.367821,13.653198,10.846077,12.485917,13.946034,19.413549,17.568344,15.453495,10.899207,13.454267,14.498691,18.402245,13.325725,5.128949,9.448946,19.13271,13.191094,13.043698
ENSRNOG00000020299,3.215704,2.327777,1.211333,1.679222,2.464019,2.09222,0.411893,4.275843,2.614049,1.895076,3.050412,3.645292,3.977386,2.83465,2.854284,3.495653,2.001303,2.800747,1.206717,0.546521,0.894554,2.735743,2.463177,3.035776
ENSRNOG00000020300,3.840867,4.384951,3.288131,3.812762,2.20438,3.39577,0.250149,5.368718,3.158641,2.916301,5.365877,6.41714,5.150143,2.829587,5.468489,3.42797,2.430595,3.549176,4.094745,2.591414,3.048701,3.976192,8.680144,5.037812
ENSRNOG00000020301,0,0,0,0,0,0,0,0,0.348376,0,0,0,0,0,0,0,1.048764,0,0,0,0,0,0,0
ENSRNOG00000020302,0.658535,0.853589,0.639069,0.254948,1.370847,0.20181,0,1.330703,1.662117,0.326577,0.336543,0.644573,1.002658,0.819685,0.66648,1.397672,0.241966,1.818499,0,0,0.163892,0.797369,0.042253,0.643402
ENSRNOG00000020304,3.869351,3.025214,2.249802,1.9456,1.83004,2.022814,1.14984,3.647363,2.551517,1.886815,2.586329,2.960331,3.423453,2.448123,2.376873,3.221554,1.682459,3.448761,1.320206,1.185807,1.736283,4.561497,2.182229,2.797998
ENSRNOG00000020305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020307,0.64781,0.815934,0.348239,0.250797,0.717852,0.646945,0.588066,1.090791,1.125884,0.516804,0.803098,0.932494,0.70901,0.452764,0.802789,1.397487,0.521526,0.681659,0.5611,0.675652,0.387189,1.438979,0.390902,0.956294
ENSRNOG00000020308,176.516031,186.310118,108.372238,108.659932,118.779339,72.624671,36.651267,127.569213,187.368557,119.137625,130.288845,186.044885,179.80863,101.690438,113.228954,208.37692,130.354775,175.579556,153.954044,61.537383,81.575576,149.715551,205.587935,124.019787
ENSRNOG00000020309,3.067305,7.770338,2.968587,4.827829,1.96878,4.180191,3.834062,4.267925,3.11708,2.02088,7.601826,7.554816,4.773439,3.75176,4.754541,1.660592,4.293854,2.578368,2.508957,2.018218,2.944384,8.761815,8.003219,9.515473
ENSRNOG00000020310,0,0.148228,0.02371,0.088467,0.023848,0.021041,0.121033,0.123746,0.020979,0.08524,0.145471,0.312348,0.020778,0.159128,0.346874,0.188917,0.01767,0.097741,0.210836,0,0.136764,0.236299,0.109115,0.119506
ENSRNOG00000020315,15.243183,19.146844,20.456607,16.890025,19.630188,17.042052,7.269878,17.059415,16.491708,16.687372,19.694442,18.241999,17.001243,18.608433,18.392855,15.339188,12.08222,18.787175,15.367868,14.245404,15.763022,16.622855,17.57191,16.156567
ENSRNOG00000020317,110.877438,99.904474,99.192654,121.599234,54.327926,43.937498,15.061357,106.011431,130.045489,102.149876,99.743901,111.675334,110.961875,101.185881,106.679637,103.204735,35.326876,48.952234,57.334796,28.935524,49.537111,109.890865,92.832621,102.559569
ENSRNOG00000020318,4.357096,4.487018,2.106895,4.043062,3.495577,2.321978,0.938885,4.911655,4.20045,2.775219,3.725113,4.437103,4.665014,3.93954,4.260812,4.226709,2.190522,3.422248,4.197626,1.297743,1.95111,3.877094,4.510732,4.870355
ENSRNOG00000020321,5.356474,5.295722,3.871103,4.147458,2.877572,2.209748,1.95094,5.289572,4.248281,4.061179,4.295273,4.5801,5.446596,3.758279,3.03982,5.573797,2.608481,3.175504,3.611535,1.872312,2.991189,5.192057,4.464696,6.203671
ENSRNOG00000020322,0.391123,0.173813,0.139442,0.12979,0.09304,0.164371,0,0.290325,0.08257,0.124677,0.171351,0.187491,0.326737,0.234772,0.242353,0.263513,0.035219,0.243802,0.037722,0.254686,0.200227,0.347985,0.172131,0.374348
ENSRNOG00000020325,1.122526,0.775814,1.401418,1.158881,1.089644,1.054478,0.898034,1.943974,1.384335,1.112434,2.105522,1.934425,1.962395,0.99123,0.973797,1.293568,1.026625,1.203036,0.843259,1.36346,1.489105,1.814123,1.251164,2.455162
ENSRNOG00000020330,0.364509,0.351318,0.496981,0.383033,0.413117,0.460357,0.154457,0.744489,0.382246,0.660612,0.662768,0.898149,0.795103,0.543642,0.496848,0.590491,0.369816,0.600276,0.646059,0.476285,0.249371,0.484456,0.27828,0.239629
ENSRNOG00000020332,0.117799,0.247224,0,0,0,0,0.303349,0.309987,0.179043,0.088234,0,761.975702,0.176641,0,0.307699,0,0.157534,0,0.24544,0,0,0.250206,0.092749,0
