,GC-RM-8672-BT5011-1_quant,GC-RM-8672-BT5011-10_quant,GC-RM-8672-BT5011-11_quant,GC-RM-8672-BT5011-12_quant,GC-RM-8672-BT5011-141_quant,GC-RM-8672-BT5011-142_quant,GC-RM-8672-BT5011-143_quant,GC-RM-8672-BT5011-144_quant,GC-RM-8672-BT5011-145_quant,GC-RM-8672-BT5011-146_quant,GC-RM-8672-BT5011-147_quant,GC-RM-8672-BT5011-148_quant,GC-RM-8672-BT5011-149_quant,GC-RM-8672-BT5011-150_quant,GC-RM-8672-BT5011-151_quant,GC-RM-8672-BT5011-152_quant,GC-RM-8672-BT5011-2_quant,GC-RM-8672-BT5011-3_quant,GC-RM-8672-BT5011-4_quant,GC-RM-8672-BT5011-5_quant,GC-RM-8672-BT5011-6_quant,GC-RM-8672-BT5011-7_quant,GC-RM-8672-BT5011-8_quant,GC-RM-8672-BT5011-9_quant
ENSRNOG00000024602,36.48138687,10.57644103,13.4079663,12.35545651,10.05419318,5.142484408,0,4.830584108,6.724621581,0.866194831,14.71528545,9.877459763,10.84651802,12.09133463,16.19503709,12.41139658,4.315198809,11.04109239,6.555477514,13.56144546,13.49630029,19.5551836,10.91278918,8.832519203
ENSRNOG00000024603,1454.601818,1699.283066,2207.235999,3039.397289,2715.641621,3529.92671,6208.189699,1773.754032,1718.88327,2490.135991,2229.040508,1684.728117,1564.825772,2213.052614,2200.034025,1842.882421,5265.131933,4207.40915,3545.998199,4312.084015,3496.980489,1599.976157,2681.30412,1888.217744
ENSRNOG00000024605,68.78893975,44.21910585,54.09760624,48.48068368,19.80647693,38.669266,30.42059729,47.98806396,34.01474162,45.15495281,50.80741083,63.39880292,52.37269055,43.8129307,45.19324275,32.40152617,47.31758312,46.1300384,66.78622728,10.09941546,54.33565067,50.6981541,66.28428478,60.13299365
ENSRNOG00000024616,24.73786452,54.10235866,89.40852576,68.32105332,74.17709789,98.93087882,13.32050652,40.95385978,37.44455379,66.54507339,98.02835302,66.82364147,68.24974668,51.07895245,105.2467533,14.72659504,0,67.91804332,83.08671063,126.2953499,53.79097886,57.01172961,91.71425704,1.628180268
ENSRNOG00000024620,31.00629325,18.79310971,14.06973691,8.619576334,0,1.074071924,0,21.04820981,12.76444802,5.417432869,11.05012582,38.82473085,10.74937492,12.23495796,12.24106206,14.81093928,0,1.185341042,6.913816845,20.19449536,0,19.87761336,10.57664943,24.05746065
ENSRNOG00000024625,240.8474126,300.5500177,406.9596589,624.1846977,1071.345394,1140.832562,2609.191353,337.7216116,369.4294965,777.0777329,363.0260411,441.1872713,232.4919987,283.459176,409.558843,487.0183123,449.032124,499.2709935,681.7288483,1433.466119,1204.596418,280.5724942,337.3752978,337.2769082
ENSRNOG00000024629,3973.576231,3181.500256,2848.470847,2744.57619,2696.684879,2295.630306,1559.299096,2198.689681,3119.707242,2524.945266,2726.132469,2674.912505,3026.707297,3023.202437,2419.16954,3584.966365,3788.356128,3135.098643,2956.604227,2100.768796,2125.961583,3199.455096,3073.762542,2698.08331
ENSRNOG00000024632,787.2157792,486.244703,345.3026119,339.338463,151.2749528,177.0514618,211.3527766,271.2614727,404.3411731,162.7592246,308.8617857,318.2337562,368.9246445,391.8168875,201.146968,222.4052485,174.2513876,185.2794535,167.3901434,166.7626689,207.444366,554.100041,223.2861798,340.2219102
ENSRNOG00000024635,56.38658499,28.8764276,16.23753185,25.94499405,34.03046966,29.16396197,7.047674072,43.95965357,47.25816446,24.56763995,23.16144491,24.74137486,27.4436325,28.41075066,24.56073587,39.10475025,19.19645109,49.6853512,27.50374742,4.070260797,18.22531389,35.56615725,9.53548631,39.87095369
ENSRNOG00000024641,4.856704803,2.218703669,1.082302893,2.160212952,4.685686046,5.393347548,0,4.222536581,0,8.174281687,6.619337364,7.967368553,4.018795701,6.093532909,4.719261592,1.859520562,9.078728172,6.970004457,0,0,12.13167912,4.789308226,8.5961927,5.560066926
ENSRNOG00000024647,1051.69425,952.0417017,1005.648481,1108.245444,888.0152166,1195.126651,1682.512009,783.4732814,891.0782747,972.2910636,830.773298,911.5036833,797.6211864,879.9193478,853.0009124,870.1842229,966.4330367,917.7264841,1110.599388,1362.185837,1071.97438,922.3218977,685.3864896,880.5639155
ENSRNOG00000024650,3.879302598,9.96346528,10.81936892,19.41161341,1.16776097,8.60814473,0,8.429415644,12.73243664,17.20035498,3.311244351,11.11989594,4.023540925,4.577562142,3.769708004,4.637090165,12.59611322,8.210663456,21.83768732,20.2476791,3.024611385,5.4766503,6.705882307,13.88516869
ENSRNOG00000024661,503.3980746,397.746787,397.9678708,404.1712505,329.7486434,468.5688718,331.2094777,372.2377539,390.4926983,430.3137198,376.2612021,352.8868507,401.4734075,520.9072086,357.9808842,332.0077989,321.1566247,291.9155508,266.7600537,420.1764573,560.579052,358.2845109,294.7999656,459.6699206
ENSRNOG00000024663,175.7598947,176.3211364,145.0100543,136.052556,117.080996,114.2900832,60.99987438,150.2708883,128.5268123,100.7614069,191.9582984,136.1716307,182.8709875,135.6452816,162.2949725,147.7673995,124.9804938,181.4518713,92.93981665,44.6669178,112.1655801,142.3110436,138.5412837,151.0133774
ENSRNOG00000024671,144.9574384,85.60094889,48.71734906,72.48085002,56.41018441,44.33716057,58.77808307,94.76306422,125.4292517,88.39949268,87.10448102,97.51238842,105.0202688,94.78890013,100.200415,109.0638032,40.46952074,79.34551292,36.63499551,14.26819403,25.34573861,149.0512322,56.17266111,88.12804218
ENSRNOG00000024677,28.17698377,32.18295758,10.82413531,21.60833361,62.11795576,46.4024479,32.86737587,79.41004671,52.9430263,43.6200479,27.57999612,29.49457474,32.81598832,37.56950545,73.64108213,51.15896501,19.26717672,69.60234462,24.08544027,10.16265488,35.40057599,49.94384226,9.547516734,22.24503702
ENSRNOG00000024689,5.773461315,6.573264719,3.240516911,4.279997153,22.99015925,3.188295518,0,17.5372278,3.570518455,16.91898588,15.49164812,24.24252176,8.096722786,8.206711535,25.25298884,9.157126449,4.802834517,6.171822902,13.92753923,37.84096024,8.949361878,15.79341025,12.64795194,9.206870507
ENSRNOG00000024703,80.70357701,78.87141038,33.55828763,18.38053225,15.25998934,34.57339865,42.29350052,56.65085854,74.75077697,37.31912375,39.70269336,35.12803782,52.87165951,36.01393028,47.23920372,67.05404069,21.43387155,66.94717116,27.49775362,20.35823986,15.19205173,70.44290129,17.1581052,54.71222665
ENSRNOG00000024705,4912.45002,6921.719841,7348.569285,9064.586496,10010.56133,7663.448177,5873.525268,6802.039777,6009.455941,8885.254769,7154.310568,5761.748602,6216.479612,5844.738897,8130.0285,5356.526657,13744.90974,8272.839466,9731.288237,9069.052315,8485.597816,5575.188593,9788.398188,7530.655007
ENSRNOG00000024711,4.821232303,5.428590214,5.366063584,1.072216243,12.80969091,6.429976812,20.97191705,7.547061379,3.49386402,9.030211185,7.652085087,7.128116084,13.26533189,6.031713448,3.74766509,6.466404697,6.69575272,6.849989361,4.541159559,8.078871785,7.032639852,2.033645637,0.944290436,10.11460427
ENSRNOG00000024712,117.1751018,135.1980778,127.3956157,141.895788,79.33724684,49.55445978,68.80995041,105.0369657,125.9389478,108.1407649,123.7179716,78.07636558,129.9291572,130.8601032,85.81871843,126.3828089,91.60673351,110.8326691,109.2761881,81.39893464,119.0448754,136.3282627,135.7869816,115.3030506
ENSRNOG00000024728,7.702287576,3.758794319,15.6073102,3.661231808,2.646939125,2.440107423,0,2.868525874,3.59988266,10.25887822,12.54029404,6.743371333,5.119780692,5.177119702,4.277112483,6.309106761,5.234989945,2.682409731,0,29.82868937,12.57234398,3.48480026,17.44765662,5.499160501
ENSRNOG00000024733,11.39442042,18.30807167,17.22854041,12.67310484,12.3271109,8.331987056,0,11.50882916,9.421673391,14.73888759,16.6560252,9.146518732,13.62540864,11.43008837,13.85357167,13.45280664,14.29961156,18.83690913,10.61148783,11.63803226,16.53021103,14.48534948,19.95729701,10.03349681
ENSRNOG00000024737,271.0986755,361.6087409,287.8302522,293.3592623,531.6047112,525.7147516,3106.905193,331.6077353,443.2157293,348.5823648,291.8449544,374.7406355,288.1280275,275.6072956,337.3264572,409.4146306,426.0284257,468.4642167,588.8769281,880.6132709,591.9952274,313.59329,287.0454993,258.7609277
ENSRNOG00000024743,235.9826394,206.2708913,180.7497005,151.1808584,187.3241381,241.5223566,91.50542756,215.2876494,195.6735996,142.51284,158.8954164,162.4460583,235.8502373,233.6868911,226.4758371,232.3412829,189.8899063,221.1797628,239.8803668,160.3885814,219.2779001,226.5152173,194.9865294,163.074829
ENSRNOG00000024751,6.776625051,4.41797539,5.406707496,4.30597471,8.1467459,1.073113014,9.352394668,0.841181225,2.125589534,0.902092903,4.416218976,2.374889019,4.027546698,3.056119287,3.763149531,7.398854188,1.155490063,2.368823403,3.45395514,0,8.041558946,6.163572703,0.960701599,2.773416437
ENSRNOG00000024754,7.399210947,0,0,0,0,0,0,2.394053278,1.455060972,2.498222104,6.609594644,2.926843794,4.770018118,5.720597071,4.505028911,0.866866607,1.377839973,14.36229819,7.124872184,5.597881186,3.755669707,4.800641587,3.044543662,4.461350158
ENSRNOG00000024766,15.36101664,5.5451557,3.248560766,42.04647588,1.170515651,31.26683389,0,3.338383794,12.02116597,3.629958588,2.208393444,9.553620967,3.353035392,13.22124813,0,11.1516083,10.26255135,22.18428461,3.446835911,0,1.010371001,9.587512845,11.48488612,1.853667635
ENSRNOG00000024779,777.1198909,540.2850436,502.223548,410.4653544,363.1584621,269.6819298,122.0471667,440.0140318,449.802533,338.794792,490.9713685,474.0817953,509.0886597,475.8434248,411.5447183,430.5020447,360.9294498,343.9028811,310.9160618,268.159991,461.0277191,581.6033319,512.9545038,587.551464
ENSRNOG00000024780,34.95301892,14.41265044,30.30440668,28.07053032,39.78878688,32.33563553,65.68036416,41.35848111,44.51620107,29.94103862,35.31323872,33.43018889,20.77490487,31.50504144,40.56866312,47.38091614,55.79099172,48.96278634,22.96184848,22.32222661,16.16173133,24.63865504,29.64386438,23.16079673
ENSRNOG00000024786,90.13984598,56.40988919,77.90540158,76.52229783,88.62022525,85.9873521,53.84561993,74.12246845,72.24245875,112.0819291,89.45064383,59.48515642,94.63981414,91.14823746,81.00248304,86.15269177,120.8708725,86.11004947,55.24083468,48.51948665,43.29865461,73.97778756,83.50412618,66.62663709
ENSRNOG00000024793,39.7848856,54.28583161,48.69228144,33.44962049,23.38160379,39.84787789,0,42.17498918,37.46407425,60.72568528,57.38378068,53.27599858,52.95265805,34.56478324,60.34764422,43.62817585,35.38001104,23.37521725,27.56487476,26.3531588,34.31279183,49.27848606,38.2766528,37.04108882
ENSRNOG00000024794,74.63086291,33.18432779,42.1905677,19.39974165,30.32399962,17.19950123,0,23.58511015,41.05793448,26.21894261,28.7035315,36.49190693,44.9518875,27.48394514,16.95364435,30.57419503,16.09062229,22.37450997,20.70450651,30.33189776,13.09237863,52.72607096,34.52977787,20.35640976
ENSRNOG00000024795,0,3.324127425,3.244865163,1.079008303,0,5.386322237,0,9.279263708,1.412212254,0.906835235,1.102813259,0.7955399,4.018200111,4.570110234,0,0,0,2.329228151,0,0,0,4.787682172,6.688748622,2.777630327
ENSRNOG00000024796,164.9879181,128.5332089,104.9767465,161.878708,166.0333976,182.035299,267.2869676,173.7880876,115.2415289,132.3465756,143.4848765,143.94558,155.5350903,143.8774784,157.4947128,157.8277303,125.5739139,149.640355,147.0405873,123.6748483,108.0003698,160.1836087,142.6090308,153.7455999
ENSRNOG00000024798,3.876617361,8.848641427,2.163331252,4.310708083,8.164051409,5.374622039,0,15.1608345,9.908288774,19.89010919,13.24555613,5.553037304,10.06185621,7.632766772,5.650749874,18.52909842,13.78451534,8.238548171,12.64985625,12.13268486,2.014153336,8.900268675,4.794475019,0
ENSRNOG00000024801,122.9808582,121.5381417,113.5479848,106.601903,60.55140902,52.60496814,7.016454884,100.9743566,102.7049205,45.13016965,107.0850307,111.6793955,102.0109094,128.3217413,83.75218656,129.5365377,42.68632586,43.74959961,28.77375926,0,57.32330964,125.3141235,116.1855982,108.1837989
ENSRNOG00000024808,3.413383227,5.847047841,0.95102235,0,11.959164,7.579953446,14.43228862,8.408328645,1.86193704,6.381547995,2.908608866,24.49206782,7.064438197,5.802495431,9.405442523,1.357214102,0.998734607,4.089825047,0,5.924117217,2.663965646,5.135025783,0.839740961,4.066764044
ENSRNOG00000024809,102.3010214,112.1696233,113.5318067,132.0008546,137.5398971,140.9036546,179.3881415,117.3175339,89.03677714,135.2284892,129.4245419,103.7846146,103.081469,101.3353351,112.5601483,79.10625981,209.4017936,122.6929008,157.431834,118.1767974,99.92046557,96.77369968,97.82849671,110.7254112
ENSRNOG00000024813,4.692253932,3.163982857,1.091304338,2.083097917,3.151296894,1.006807714,0,7.143210035,5.402714139,7.114266562,10.08891368,9.714324765,12.72988316,5.997722077,2.713488756,4.223740782,5.143095779,2.739848781,1.253539417,0,0,11.04346401,3.987383014,12.65043181
ENSRNOG00000024818,30.82563659,23.03585835,31.34588073,37.49111789,31.08779043,18.09254973,53.46969294,44.31384139,27.84690013,56.19497272,39.85063416,37.59807165,24.96794356,35.90301455,55.24213818,20.17458833,35.91941217,40.60813515,62.66565402,75.81036388,42.82270219,39.84039031,70.98511833,38.70479748
ENSRNOG00000024839,680.6449133,593.1337563,608.1271868,674.9218267,378.0731515,371.0276472,189.7048429,515.701858,409.8916026,487.5615484,570.857333,485.7427155,579.0699461,456.0609775,433.4132372,429.1566139,532.9630345,463.6642293,546.3931605,501.7456063,414.1135756,587.615236,719.3297493,577.5635719
ENSRNOG00000024845,219.9698665,247.5470279,358.1834228,330.6420336,496.4570082,548.05237,997.5691424,316.0668706,306.568298,415.3233102,323.490463,283.5162284,226.5720382,290.9093722,346.1865299,320.3400432,638.4828122,461.7803705,541.9468298,513.6951467,638.1818553,239.9920357,334.7817317,290.2547453
ENSRNOG00000024846,3.867448574,6.615197076,10.81282411,3.225391723,6.963286294,11.77880145,0,3.359480664,8.520314399,1.798850815,7.734233558,7.894337326,8.06686645,7.654842996,3.75856539,4.614038154,11.66419534,17.94659884,10.38429573,42.24491561,7.019246222,6.168856272,3.855388803,8.31366952
ENSRNOG00000024848,74772.52169,55234.02652,59479.70239,67182.32656,53469.36709,42423.95724,16063.40842,43568.04909,44298.62964,45054.51233,81272.24944,42635.84276,49678.52595,68134.90396,44061.2325,52480.46791,58671.98098,46024.67432,36688.2517,32862.40914,37710.39028,53427.32107,71071.46743,61390.5272
ENSRNOG00000024849,1439.584389,1222.553586,1051.087227,949.0108633,1120.301508,1092.838239,1320.0356,815.6406732,1059.650082,988.744269,1166.971719,1020.460274,992.7950675,972.7422356,928.4491598,1051.836991,968.6581007,853.6190776,1000.662859,803.6075723,1046.652671,1097.162346,989.1564354,1010.581175
ENSRNOG00000024852,246.8839396,208.7407225,197.0097335,172.9313473,144.2740964,130.6541651,93.94703055,185.9373084,204.6077657,212.8235131,264.7254966,273.6352321,219.5904668,221.2536267,164.3356235,197.318309,102.8908883,118.022361,84.82769565,164.7711725,97.16530935,225.0473521,231.8155312,196.5465334
ENSRNOG00000024863,48.56608708,38.82527309,31.38860781,27.00212998,65.5917451,58.24365958,16.42791504,70.0914046,65.67698916,88.08920703,40.82373402,62.93482782,58.28155231,49.26505679,81.16995191,73.44510815,34.06736609,74.39818178,37.86490822,34.52963632,68.73964088,43.79305361,19.10778993,58.38133908
ENSRNOG00000024867,44.33794958,71.35777493,48.64538667,52.51844884,66.861196,104.3962241,25.58957535,100.4038645,70.63460326,41.08274405,53.1226885,44.70053189,71.49414326,74.83283046,74.94724259,91.79101643,101.3883702,98.04458498,83.48897926,55.9304084,84.73831455,44.63726921,51.47384475,47.93939397
ENSRNOG00000024874,10.60535818,9.881580984,12.97975652,5.360445121,18.44175786,14.91415939,9.307257233,13.38968259,10.62895148,16.07287787,13.29141493,10.19346425,8.776915172,9.236296532,18.59549219,13.76881273,13.16304383,6.14870401,17.4142498,39.94287254,2.99062613,16.49523181,25.28904156,7.378184207
ENSRNOG00000024879,171.9260133,201.8947184,153.6962081,150.1336443,156.9556324,133.7473186,333.256569,194.2320075,132.0580113,122.6016238,135.7106396,149.7726835,173.5029408,121.3832519,143.4648337,179.4327942,168.0528362,218.5267536,149.1622719,158.4342889,142.5367964,186.8036339,153.8136948,131.5907327
ENSRNOG00000024886,499.1362807,445.7864948,480.5532311,716.999919,467.0995132,512.1226621,2059.948929,298.0109509,406.9108024,392.1019621,306.7617369,402.0995935,328.996585,425.2297892,481.2421601,335.4778726,526.598197,310.9025205,634.7438042,960.2148128,565.8361867,450.9865216,441.6263338,499.4031142
ENSRNOG00000024899,7.708195316,23.04699198,23.77080422,13.92849055,24.20345372,12.77978187,0,50.18547406,4.277897587,39.28913178,26.54645505,22.73767594,11.458797,10.7563425,11.23801786,2.753008338,20.2481244,13.46049624,13.90504461,35.94849207,62.79093306,13.72670625,7.76329443,15.666151
ENSRNOG00000024907,485.7423151,451.960031,388.6445294,338.5902497,480.8566751,516.0775464,4503.743905,365.7399632,396.4693403,423.068824,373.2006869,394.344285,458.3135188,344.9679221,364.5381857,394.3567747,503.8004356,310.4681396,650.7372189,979.8863822,668.9580151,476.6637199,347.681787,405.204641
ENSRNOG00000024917,14.52509033,13.25611758,3.245581694,5.383860041,26.76721809,30.05004182,32.74062106,17.66842789,13.47384569,21.64912045,5.523741185,6.332925592,18.80943742,10.705371,15.05662243,24.97324815,13.89643875,20.18189382,26.50374602,22.19280928,4.020960047,12.33511379,8.655706502,5.54874935
ENSRNOG00000024923,0,0,3.324267867,9.892684765,0,1.09286909,0,6.340103545,1.461434083,1.833069888,4.536312447,300.1772392,0.690948323,1.049960066,8.870884219,0,0,0,14.25067879,24.59908204,0,0.649012333,0,0
ENSRNOG00000024924,218.5569927,159.893678,243.3666334,192.4890404,196.1465692,201.3367687,81.72887328,204.9662034,204.593294,243.7585015,240.961142,224.2159694,221.9404847,209.3366322,196.4273956,191.9680576,235.8954536,173.699961,221.6472637,197.1544085,267.7624203,182.3975476,256.5429308,190.3390575
ENSRNOG00000024929,101.9895498,95.4002182,80.09515514,81.00699852,69.10667925,84.13076182,42.24357343,74.31445244,108.754325,81.73360743,90.47393234,95.59869584,89.76636985,113.7656817,57.57445346,77.16481865,56.77622839,70.90712964,86.05570009,24.37426477,93.00196889,92.37562869,83.11752819,75.98878842
ENSRNOG00000024930,293.8767447,345.4069512,440.4267604,450.8108817,521.9493755,524.0127646,246.0036639,392.8263913,326.2144845,441.7379473,343.3523344,380.4316603,336.0721127,444.1820993,520.2567247,403.4183988,589.1912946,427.4227453,593.2914983,631.6708786,446.6159557,330.7392775,488.8067151,370.3120843
ENSRNOG00000024931,11.57644305,36.31605642,17.85131566,19.80415939,11.82054045,12.8601918,34.42819395,27.87513065,14.86787338,18.33102573,20.21165043,24.11867876,17.17473131,14.41322042,27.68888521,22.17025234,18.64900835,16.96432222,86.56383806,13.0453152,5.563594027,21.30810834,18.35526509,15.28896729
ENSRNOG00000024934,95.68267516,71.34119395,106.9928693,48.3736431,88.65831132,113.7653822,240.4701236,69.06172487,105.2349294,77.93096137,97.81440759,102.5040209,91.11436312,95.23769719,94.40388787,98.8433893,56.60146391,90.84428046,50.73240651,130.2257303,36.87773519,76.64448942,53.46219058,85.77868627
ENSRNOG00000024945,4.856002657,15.52747374,5.411731229,17.27920873,11.70974508,11.86203621,11.73255035,20.26434373,12.71384589,10.89464027,11.03402587,11.94656323,12.05963075,9.651330108,17.93073679,9.294908567,6.818882805,12.79807867,4.590490528,52.79551736,4.042586265,14.37048229,2.866945475,19.4588361
ENSRNOG00000024947,75.3291219,17.81953037,43.13481851,49.70475165,37.56299891,50.39774235,26.9202575,19.17562849,58.59587927,44.62004186,37.16233148,27.54532104,63.23839541,105.996898,9.07502266,102.046569,107.5044366,92.89288324,40.65025261,20.40530065,14.9875908,17.57961392,77.12658522,11.70367336
ENSRNOG00000024952,321.8439263,363.2558336,394.0395809,329.7703693,363.8967011,303.6006649,448.7841467,389.794581,368.8144302,333.1459118,313.2093157,276.2375973,379.4691485,362.1655476,345.792993,415.3667542,238.0196199,259.6981336,278.4123665,352.2022731,359.5492209,352.8973429,224.9588465,344.966607
ENSRNOG00000024953,7.772265084,0,0,0,2.344691963,10.79248633,0,2.534304194,6.34776637,1.818041743,4.410386077,6.378830738,3.346210913,5.072882661,0.944021292,3.721123804,1.130594467,2.314068738,4.583752,0,3.034870815,4.786408792,0,6.486852388
ENSRNOG00000024955,260.0601758,229.5142534,242.4250861,197.3112999,252.3039368,256.7776411,495.972705,233.3401976,258.7858497,234.2203196,220.0062687,234.2771385,223.9954537,201.9620453,218.4726547,237.23527,210.395793,217.1944334,171.9761017,146.5208198,232.6969076,253.8338763,175.144734,213.1727829
ENSRNOG00000024961,0,0,3.242522312,4.311803156,1.168112888,4.304014296,0,4.213449687,0.705919414,0.905617512,2.204413388,4.767017943,4.68601903,0.50763353,0.941992792,5.564593743,1.138903941,1.166235458,2.293973465,0,0,6.835929047,2.866546492,3.700253087
ENSRNOG00000024964,142.4469806,74.08447312,43.27926286,34.48115264,30.3032267,26.86123134,49.15073559,68.20785305,85.72541639,40.65488809,46.38608729,57.07931451,73.17607109,66.72434621,44.2591599,107.4189936,24.20894375,40.16800439,20.72177522,2.02065043,12.07840254,95.90746827,31.68933045,56.4390686
ENSRNOG00000024967,642.0980039,747.4560097,996.4608996,1086.525837,1399.378432,1451.19951,1442.600156,680.8928772,783.2328042,1034.141991,853.6721842,791.6453409,582.6837451,686.2646505,931.0316404,864.7411096,1386.357362,835.654096,1592.398154,2205.379502,1847.175865,643.8113936,955.233963,759.0103439
ENSRNOG00000024972,133.9296173,178.3920613,114.7166344,151.0848201,121.5985986,115.250667,143.0198361,157.7566031,130.0909116,85.20699387,115.8922656,100.2025051,141.4581649,98.63135952,133.9159696,87.26754603,143.8511823,102.8869332,133.2579669,66.90414449,116.072397,125.9571466,57.42808032,154.6704337
ENSRNOG00000024986,1.942373073,3.328053217,3.245172034,5.399671521,1.171801262,0,0,7.600046346,6.346975533,3.634357084,2.204714423,34.27037699,0,0.507217885,3.774750997,0,5.655022277,4.630024069,3.437398023,0,0,2.050886924,0,3.705572977
ENSRNOG00000025000,89.88715715,84.11306842,57.48701088,46.51240102,65.51180688,72.17250642,140.4332041,89.76705937,77.52565331,67.45191083,52.51928684,73.77445779,94.40523167,69.23550336,89.21926278,75.84590763,58.74977973,61.4588865,62.97927078,76.7957529,25.94819525,102.0932992,41.93004515,47.53767862
ENSRNOG00000025001,38.71042587,52.73553806,48.71247057,62.41553576,27.87207381,32.14924665,53.74532989,58.84277992,48.35304641,49.50085946,48.67627974,83.73736344,46.44806418,66.39837354,69.59863279,48.94675948,52.62884651,70.78617187,73.95350658,130.8438434,107.3736909,49.74642947,54.06526904,91.54239976
ENSRNOG00000025003,16.21376496,5.420586038,9.67525031,5.302990888,6.801846473,0,18.39762233,1.653944239,7.875058697,3.510907072,19.8772121,7.713054164,16.1991531,4.62463885,0.927240552,9.952928906,7.413295732,2.547011067,6.983135807,0,0,9.597065859,15.66972548,7.312296071
ENSRNOG00000025011,338.0644941,288.0308119,243.7074463,273.7997459,350.3142669,355.8948729,1324.166985,294.5486718,268.627747,329.0840762,258.7727871,279.8299895,294.4810871,242.90799,299.7699939,306.7827764,292.5627047,384.464011,419.2524355,430.2045589,401.6011717,301.4384727,249.6027639,289.5482718
ENSRNOG00000025023,210.5077133,300.1950623,178.5936744,183.0731584,281.9083755,169.2043273,167.98873,245.8712246,258.25142,188.3020348,268.9589163,314.139643,278.3419697,162.9190237,266.2625608,233.8009339,120.4132109,181.4876561,211.6542372,264.8430331,220.025574,328.7932217,260.19698,280.9745788
ENSRNOG00000025025,246.3772409,229.1959252,267.290142,247.0004974,372.5666212,431.5480649,874.0005202,316.1544722,261.0770515,313.2693503,266.059218,234.3442786,283.7233585,271.1567497,254.4984447,292.1801949,414.6864321,375.4944778,473.646181,538.6601775,394.2646263,230.7528684,257.764879,233.3124529
ENSRNOG00000025028,211.1779375,133.4604922,129.9183972,95.2282031,150.5257068,151.4720485,127.0057296,166.7438979,175.3846728,165.9770258,88.19510974,144.7635444,139.0949492,126.1677067,122.9240377,158.5513706,103.2188427,156.0617607,91.54711628,118.3035211,108.5415795,153.1294472,84.67751142,119.6930528
ENSRNOG00000025030,32.00748418,30.99951281,29.21765299,23.72770767,141.2984974,104.3780082,171.0378704,66.59780322,74.2970019,64.27411136,58.51258297,61.95361446,61.04113227,58.50951355,40.52859682,71.41380489,49.27947729,78.65538428,41.39044073,10.12369677,48.39483833,53.41041887,39.29329718,28.69984703
ENSRNOG00000025034,264.9912147,253.5013846,319.9626075,386.8157327,289.1862965,302.4037509,195.3504686,322.0235615,315.4701735,315.9739157,252.3582446,256.2987469,292.7893117,382.998175,290.3436494,279.8371247,428.9692384,363.451709,344.5173669,287.4740715,251.1015882,241.7568953,324.5680543,298.6437405
ENSRNOG00000025040,493.1780241,602.1705316,756.6156271,612.6720662,1064.903602,1100.338371,1471.469935,537.5769772,526.9932654,912.3727372,758.2870613,616.3710922,514.2329663,683.7470278,709.6762838,658.355049,1151.099643,846.9995634,1118.794506,1557.886229,1210.84573,465.7335754,794.5578481,670.8534116
ENSRNOG00000025042,29.11048169,4.43233318,6.489081663,3.237012681,0,2.154673702,0,7.592273103,6.353237266,0,7.718426655,7.95632832,4.686871624,6.091932347,7.543200483,6.500185969,3.40959892,3.490749032,2.293925036,10.14255797,9.086905718,9.573718265,6.686334761,12.96173571
ENSRNOG00000025051,10.78111724,12.31397934,2.183685981,8.718782401,22.46359365,26.12545477,0,13.63464997,15.66475921,6.416943392,15.57916406,16.08253533,12.8351387,12.05252441,10.4759282,13.13613669,12.57393391,9.359827529,23.13761066,0,12.93867134,18.63305883,12.5193042,16.82929723
ENSRNOG00000025052,509.3412985,368.1732798,430.3048412,632.8848363,124.7091635,147.2002784,83.82604788,282.2450902,284.3752967,218.3004022,255.5746643,240.3690313,314.7581157,434.2328893,279.400521,341.9230977,403.4228993,290.0327588,172.5864407,224.1152811,149.7578512,359.0282201,208.4495497,417.8587747
ENSRNOG00000025053,10711.76576,7027.639089,5467.471752,6220.744782,4535.531169,4754.825493,2561.57106,4829.376368,6891.887152,5348.912247,4962.965287,5662.137637,6231.950702,6565.491037,5918.881567,6355.231852,3867.167567,4525.05518,4087.005454,4055.842014,3699.19881,9655.557714,5265.043086,6446.213657
ENSRNOG00000025061,20.49988075,22.20115999,18.8479968,41.87401378,55.15421139,43.15167591,38.84803956,40.31167077,29.08977704,41.29376273,27.75430064,46.31061525,35.65128542,44.63081364,30.67688313,53.99644614,39.95228527,57.71675836,24.91432404,45.52765902,53.30399936,33.27190242,37.35493009,47.85640304
ENSRNOG00000025067,66.82026247,64.08356434,62.73453041,66.76468607,40.75054822,57.97000537,0,61.42749427,53.1478339,36.09889246,70.67531474,55.43684394,61.09585664,62.66067665,58.34796392,47.18567457,41.58801618,48.54788991,78.30135932,24.22177026,59.32978755,63.01917495,84.54945397,41.61396003
ENSRNOG00000025071,300.6777266,255.1333368,174.7797159,199.0777727,224.1712665,208.5491946,129.0743861,246.6983276,235.4858373,197.1930042,227.9548186,226.4115116,261.6984129,182.4000793,225.5710127,252.5564219,158.2347099,187.0118111,164.4099698,139.1483941,211.4024891,228.4097406,174.6938194,207.8348607
ENSRNOG00000025074,54771.44248,39064.4996,46327.23119,53019.15527,37096.82508,30094.23225,6192.675633,31849.35892,37423.07901,39236.56846,54117.99697,30178.82411,37074.3237,52150.68092,34190.40766,39714.88584,40785.61878,32880.81657,29881.03998,28126.36537,29265.04663,37550.67387,54077.16587,43529.27677
